City_ID,city_id,city_name,latitude,longitude,temp,humidity,cloudiness,wind_speed,country,date
309,3464724,Turukhansk,65.82,87.98,-21.14,81,26,0.83,RU,1609466731
310,3464724,Broome,42.25,-75.83,30.99,68,90,4.7,US,1609466731
311,3464724,Watsa,3.04,29.54,69.12,67,97,2.82,CD,1609466731
312,3464724,Olafsvik,64.89,-23.71,31.82,89,13,5.03,IS,1609466732
313,3464724,Fukuechō,32.69,128.84,42.8,56,75,10.29,JP,1609466552
314,3464724,Omsukchan,62.53,155.8,-33.88,78,100,6.93,RU,1609466732
315,3464724,Bima,-8.47,118.72,82.99,75,100,1.39,ID,1609466636
316,3464724,Parrita,9.52,-84.32,69.8,94,75,5.82,CR,1609466732
317,3464724,Alice Town,25.72,-79.3,76.05,77,0,24.16,BS,1609466732
318,3464724,Palekastro,35.2,26.25,55.0,76,90,9.62,GR,1609466732
319,3464724,High Prairie,55.43,-116.49,17.6,92,100,5.82,CA,1609466733
320,3464724,Al Bardīyah,31.76,25.09,58.08,47,13,8.55,LY,1609466733
321,3464724,Fengzhen,40.44,113.15,8.08,78,0,4.65,CN,1609466580
322,3464724,Lago da Pedra,-4.33,-45.17,74.75,92,98,2.95,BR,1609466733
323,3464724,Esperance,-33.87,121.9,66.2,77,90,11.41,AU,1609466733
324,3464724,Borogontsy,62.67,131.17,-35.09,83,8,1.92,RU,1609466733
325,3464724,Saldanha,-33.01,17.94,60.8,67,0,13.87,ZA,1609466445
326,3464724,Avilés,43.55,-5.92,44.01,86,75,11.41,ES,1609466734
327,3464724,Xuzhou,34.18,117.16,29.61,81,0,9.55,CN,1609466734
328,3464724,Atar,20.52,-13.05,62.35,42,0,10.58,MR,1609466734
329,3464724,Launceston,-41.45,147.17,73.0,55,90,13.87,AU,1609466734
330,3464724,Bereda,43.27,-7.54,37.99,100,98,1.99,ES,1609466734
331,3464724,Barkhan,29.9,69.53,38.5,57,0,2.68,PK,1609466734
332,3464724,Vangaindrano,-23.35,47.6,71.89,86,12,4.52,MG,1609466734
